ASN;Info
AS3404;COLORADOCOOP, US
AS3405;QNSNET, US
AS3406;UUN, US
AS3407;INTERPATH-NC, US
AS3408;AMC-NETWORKS, US
AS3409;CALLVOX, US
AS3410;CORNELLCOLLEGE, US
AS3411;SMH-ASN, CA
AS3412;CREDITSUISSEGROUP-AS Credit Suisse Group, CH
AS3413;CREDITSUISSEGROUP-AS Credit Suisse Group, CH
AS3414;CREDITSUISSEGROUP-AS Credit Suisse Group, CH
AS3415;CREDITSUISSEGROUP-AS Credit Suisse Group, CH
AS3416;DNIC-AS-03416, US
AS3417;DNIC-AS-03417, US
AS3418;DNIC-AS-03418, US
AS3419;DNIC-AS-03419, US
AS3420;ATTIS-ASN3420, US
AS3421;ATTIS-ASN3421, US
AS3422;ATTIS-ASN3422, US
AS3423;ATTIS-ASN3423, US
AS3424;HFMT, US
AS3425;ESNET-AS, US
AS3426;ESNET-AS, US
AS3427;ESNET-AS, US
AS3428;ESNET-AS, US
AS3429;ESNET-AS, US
AS3430;ESNET-AS, US
AS3431;ESNET-AS, US
AS3432;ESNET-AS, US
AS3433;ESNET-AS, US
AS3434;ESNET-AS, US
AS3435;ESNET-AS, US
AS3436;ESNET-AS, US
AS3437;ESNET-AS, US
AS3438;ESNET-AS, US
AS3439;ESNET-AS, US
AS3440;ESNET-AS, US
AS3441;ESNET-AS, US
AS3442;ESNET-AS, US
AS3443;ESNET-AS, US
AS3444;ESNET-AS, US
AS3445;ESNET-AS, US
AS3446;KANSAS, US
AS3447;CENTURYLINK-LEGACY-EMBARQ-CMDS, US
AS3448;ATTMO-3-AS, US
AS3449;Universidad Nacional de Buenos Aires, AR
AS3450;UTK, US
AS3451;DTD-AS, US
AS3452;UAB-AS, US
AS3453;COMMNET, US
AS3454;Universidad Autonoma de Nuevo Leon, MX
AS3455;WAUSAU-INS, US
AS3456;TWC-3456-IT, US
AS3457;ORACLE-4, US
AS3458;VWNA-AS, US
AS3459;STBTC-SOUTH-TEXAS-BLOOD-AND-TISSUE-CENTER, US
AS3460;IHEP Institute of High Energy Physics, CN
AS3461;GONZAGA-ASN, US
AS3462;HINET Data Communication Business Group, TW
AS3463;LOGIN-NONAZ, US
AS3464;ASC-NET, US
AS3465;JBHUNT, US
AS3466;DNIC-AS-3466, US
AS3467;DNIC-AS-03467, US
AS3468;DNIC-AS-03468, US
AS3469;DNIC-AS-03469, US
AS3470;DNIC-AS-03470, US
AS3471;DNIC-AS-03471, US
AS3472;DNIC-AS-03472, US
AS3473;DNIC-AS-03473, US
AS3474;DNIC-AS-03474, US
AS3475;DNIC-AS-03475, US
AS3476;JIEO-ITSI-BB, US
AS3477;NOAA-NWAVE, US
AS3478;IGC-BACKBONE, US
AS3479;PEACHNET-AS3479, US
AS3480;PEACHNET-AS3480, US
AS3481;STOFCT-DOIT, US
AS3482;MTSTGOV, US
AS3483;RECKITT-MRS, US
AS3484;Instituto Politecnico Nacional, MX
AS3485;FCMCNET, US
AS3486;JPMORGAN-AS3486, US
AS3487;Lagoven S.A., Telecommunication Engineering, VE
AS3488;JAXANET Information Systems Department, Japan Aerospace Exploration Agency, JP
AS3489;UNIFYNET, US
AS3490;CDINET, US
AS3491;BTN-ASN, US
AS3492;ATLANTA, US
AS3493;INTERLINK, US
AS3494;INS-COM, US
AS3495;SENATE-AS, US
AS3496;Maraven, VE
AS3497;NET-DPA-CA-GOV, US
AS3498;NET-SEN-CA-GOV, US
AS3499;NET-DMV-CA-GOV, US
AS3500;BLACK-STAR, US
AS3501;ES-USDA, US
AS3502;INTNET, US
AS3503;SMSNET, US
AS3504;MWDSOCA, US
AS3505;WINDSTREAM, US
AS3506;FSU-SCRI, US
AS3507;CAPASSOC-AS, US
AS3508;CENTURYLINK-LEGACY-TW-COMM, US
AS3509;NET-CALPUC, US
AS3510;ERX-RWC-NET Real World Computing Partnership, JP
AS3511;INFONET, US
AS3512;EUSHC, US
AS3513;INET-ON-RAMP, US
AS3514;AUREON-3514, US
AS3515;DSI-WR, US
AS3516;DSI-WR, US
AS3517;DSI-WR, US
AS3518;DSI-WR, US
AS3519;DSI-WR, US
AS3520;DSI-WR, US
AS3521;DSI-WR, US
AS3522;DSI-WR, US
AS3523;DSI-WR, US
AS3524;DSI-WR, US
AS3525;ALBERTSONS, US
AS3526;SCCS1, US
AS3527;NIH-NET, US
AS3528;DNIC-AS-03528, US
AS3529;DNIC-AS-03529, US
AS3530;DNIC-AS-03530, US
AS3531;DNIC-AS-03531, US
AS3532;DNIC-AS-03532, US
AS3533;DNIC-AS-03533, US
AS3534;DNIC-AS-03534, US
AS3535;DNIC-AS-03535, US
AS3536;DNIC-AS-03536, US
AS3537;DNIC-AS-03537, US
AS3538;DNIC-AS-03538, US
AS3539;DNIC-AS-03539, US
AS3540;DNIC-AS-03540, US
AS3541;DNIC-AS-03541, US
AS3542;DNIC-AS-03542, US
AS3543;DNIC-AS-03543, US
AS3544;DNIC-AS-03544, US
AS3545;DNIC-AS-03545, US
AS3546;DNIC-AS-03546, US
AS3547;DNIC-AS-03547, US
AS3548;Centro de Investigacion y de EstudiosAvanzados del, MX
AS3549;LVLT-3549, US
AS3550;DEPTSCITECHREPH-AS-AP Philippine Network Foundation, Inc PHNet, PH
AS3551;Universidad Tecnologica de Panama, PA
AS3552;UMI-AS2, US
AS3553;COVANET, US
AS3554;HALW, US
AS3555;ATS-NET, US
AS3556;Intevep S.A., VE
AS3557;ISC-AS, US
AS3558;ERX-MRWA Main Roads Western Australia, AU
AS3559;KORNET-AS-KR Korea Telecom, KR
AS3560;GDSAS, US
AS3561;CENTURYLINK-LEGACY-SAVVIS, US
AS3562;SNLL-NET-AS, US
AS3563;PILOT-ASN, US
AS3564;PENTELEDATA-1, US
AS3565;GHS-ASN, US
AS3566;JRIVER-LINK, US
AS3567;AGATE, US
AS3568;WAIS-AS, US
AS3569;ANDERSEN, US
AS3570;FMC-1, US
AS3571;EY-AS, US
AS3572;TEXAS-TYC, US
AS3573;ACCENTURE, US
AS3574;ICTV-NET, US
AS3575;SEANET-ASN, US
AS3576;AS-HODGSON-RUSS-NET, US
AS3577;-Reserved AS-, ZZ
AS3578;MV-1, US
AS3579;DATABANK, US
AS3580;PLANET, US
AS3581;OBS-NET, US
AS3582;UONET, US
AS3583;ERX-IPTEK-ASN BPP Teknologi Networks Manager, ID
AS3584;PUBNIX2-ASN, CA
AS3585;AS3585, US
AS3586;JAMNET, JM
AS3587;TWA, US
AS3588;EVERGREEN-AS, US
AS3589;DIALCORP, US
AS3590;C-TEC, US
AS3591;EMORY, US
AS3592;TRINCOLL-AS, US
AS3593;FRONTIER-EPIX, US
AS3594;RAIN1, US
AS3595;DATABANK-ZCOLO, US
AS3596;Universidad Autonoma Metropolitana, MX
AS3597;Fundacion InnovaT, AR
AS3598;MICROSOFT-CORP-AS, US
AS3599;BINCNET, US
AS3600;SUNNET-AS, US
AS3601;IXA-NET, US
AS3602;AS3602-ROGERS-COM, CA
AS3603;University de Los Andes, CO
AS3604;CPBX, US
AS3605;ERX-KUENTOS-AS Guam Cablevision, LLC., GU
AS3606;CONNCOLL-AS, US
AS3607;HPES, US
AS3608;KRC-AS-KR Korea Rural Community Corporation, KR
AS3609;CYBER-NET, CA
AS3610;MHV-NET, US
AS3611;PIC, US
AS3612;DELL-BLK, US
AS3613;DELL-BLK, US
AS3614;DELL-BLK, US
AS3615;DELL-BLK, US
AS3616;IP-NET-AS, US
AS3617;MCIASN-BLK, US
AS3618;MCIASN-BLK, US
AS3619;MCIASN-BLK, US
AS3620;MCIASN-BLK, US
AS3621;MCIASN-BLK, US
AS3622;MCIASN-BLK, US
AS3623;MCIASN-BLK, US
AS3624;DIGINEO-LWLCOM Freifunk Bremen, DE
AS3625;MCIASN-2-BLK, US
AS3626;MCIASN-2-BLK, US
AS3627;NRAO-AS, US
AS3628;NYSERNET-BLK, US
AS3629;NYSERNET-BLK, US
AS3630;NYSERNET-BLK, US
AS3631;Ministry of Foreign Affairs, AR
AS3632;Consejo Nacional de Ciencia y Tenologia CONACYT, MX
AS3633;PROVINCE-OF-BRITISH-COLUMBIA, CA
AS3634;SFASU-AS, US
AS3635;BEA, US
AS3636;Corpoven S.A., VE
AS3637;ASN-NWNEXUS2, US
AS3638;GLOBALI, US
AS3639;AS-BIZNET, US
AS3640;C I C E S E, MX
AS3641;ZITO-NETWORKS, US
AS3642;GSA-PAN-DDN, US
AS3643;SL-AUSTRALIA, US
AS3644;SPR-VPN, US
AS3645;SPR-LOCAL-SIN, US
AS3646;SPRINT-LON2-EA, US
AS3647;SPRINT-BB2, US
AS3648;SPRINT-BB3, US
AS3649;SPRINT-BB4, US
AS3650;SPRINT-BB5, US
AS3651;SPRINT-BB6, US
AS3652;SPRINT-BB7, US
AS3653;HBAL-2-3653, US
AS3654;AMSTD-NET, US
AS3655;GE-IPS, US
AS3656;CITYPHX1, US
AS3657;TSS-NET, US
AS3658;LIGHTLINK, US
AS3659;CLAREMONT, US
AS3660;BPC-ASN, US
AS3661;ERX-CUHKNET The Chinese University of Hong Kong, HK
AS3662;HARNET Joint Universities Computer Centre Limited, HK
AS3663;NETNET-NET, US
AS3664;DNIC-ASBLK-03664-03667, US
AS3665;DNIC-ASBLK-03664-03667, US
AS3666;DNIC-ASBLK-03664-03667, US
AS3667;DNIC-ASBLK-03664-03667, US
AS3668;GNP-DCN, US
AS3669;IQUEST, US
AS3670;OPTIMUM-AS, US
AS3671;SLAC, US
AS3672;PRIMUS-AS3672, CA
AS3673;SYNERGYNET, US
AS3674;RCN-AS6, US
AS3675;IS-NET, US
AS3676;UIOWA-AS, US
AS3677;UIOWA-EXTERNAL, US
AS3678;GLOBAL-ASN, US
AS3679;SKYPOINT-NET, US
AS3680;NOVELL, US
AS3681;FIU, US
AS3682;RACIN, PR
AS3683;AMERICAN-NET, US
AS3684;DDI, US
AS3685;BUFFALO-ASN, US
AS3686;BBSSYS-ASN, US
AS3687;GLOBALCOM-1, US
AS3688;HSS-1, US
AS3689;CITICTEL-CPC-AS3689 CITIC Telecom International CPC Limited, HK
AS3690;CITICTEL-CPC-AS3690 CITIC Telecom International CPC Limited, HK
AS3691;CITICTEL-CPC-AS3691 CITIC Telecom International CPC Limited, HK
AS3692;CITICTEL-CPC-AS3692 CITIC Telecom International CPC Limited, HK
AS3693;CITICTEL-CPC-AS3693 CITIC Telecom International CPC Limited, HK
AS3694;NOAA-SUITLAND, US
AS3695;SPM-TELECOM-1, PM
AS3696;DNIC-AS-03696, US
AS3697;FOXMEYER, US
AS3698;RJRNI-INTL1, US
AS3699;HYPEENT-LA2, US
AS3700;CLOUD9, US
AS3701;NERONET, US
AS3702;ICSI-NET, US
AS3703;EARTHLINK, US
AS3704;LASVEGASNET-AS, US
AS3705;GPO-NET, US
AS3706;DIGEX-AS2, US
AS3707;DIGEX3707, US
AS3708;PACIFIC-BIOSIENCES, US
AS3709;NET-CITY-SA, US
AS3710;REALM-AS, US
AS3711;ERX-ISIS-NZ-0 ISIS International NZ Ltd., NZ
AS3712;CHASE-, US
AS3713;ICFCONSULTINGGROUPINC, US
AS3714;KEC-NET, US
AS3715;THEBOE-3715, US
AS3716;DATAWAVE, US
AS3717;ERX-BUCT-NET Beijing University of Chemical Technology, CN
AS3718;TCD-CONNECT, US
AS3719;CT-JIS, US
AS3720;TIMS-AS, US
AS3721;ASN-MIKUNI, US
AS3722;NETACTUATE, US
AS3723;ELECPRESS-AS, US
AS3724;ALASKA-ANET, US
AS3725;ASN-SONY, US
AS3726;JCALS-NET, US
AS3727;SHRUBB, US
AS3728;ONR-ASN, US
AS3729;NTTD-CUSTOMER-AS3, US
AS3730;AQUINA-001, US
AS3731;AFNCA-ASN, US
AS3732;CVCORP, US
AS3733;LEVENFELD, US
AS3734;SCCO, US
AS3735;CONNECTION, US
AS3736;RABBITNET, US
AS3737;AS-PTD, US
AS3738;SSB-ASN, US
AS3739;SLPO, US
AS3740;CHICAGO-REN, US
AS3741;IS, ZA
AS3742;SEMAPHORE-1, US
AS3743;ARCEL-2, US
AS3744;CAN-NET, CA
AS3745;NTTDATA-SERVICES-AS2, US
AS3746;IPAC-WORLD, US
AS3747;ERX-WANG-1 Wang NZ Ltd, NZ
AS3748;ETRI-AS-KR Electronics and Telecommunications Research Institute, KR
AS3749;TECNET, US
AS3750;NETPOINT1-NET, US
AS3751;PHONAK-LLC, US
AS3752;ELIZA-NETAXIS, US
AS3753;NSCEE, US
AS3754;NYSERNET3-AS, US
AS3755;NYSERNET3-AS, US
AS3756;NYSERNET3-AS, US
AS3757;TRAN-AS-KR Korea Telecom, KR
AS3758;SINGNET SingNet, SG
AS3759;CALTEX-AS, US
AS3760;TX-DEPT-AGR, US
AS3761;ACCLARIS-BGP-AS, US
AS3762;INSTINET-AS, US
AS3763;AS-BELD-1, US
AS3764;IA-HOU-AS, US
AS3765;SSC-299-Z-3765, CA
AS3766;SSC-299-Z-3766, CA
AS3767;SOSCORP-AS, US
AS3768;DIALOG-AS, US
AS3769;HEARST-AS, US
AS3770;FIRSTLIGHT-AS-3770, US
AS3771;SPERRY-AS, US
AS3772;CETYS-AS, US
AS3773;ERX-TGE-1 TGE, NZ
AS3774;SECARDNEON, CA
AS3775;ERX-IBMAP-MPN Global Network Solutions, IBM Japan, Ltd., JP
AS3776;ALOHANET, US
AS3777;HAVERFORD, US
AS3778;TEMPLE, US
AS3779;CRISIS-WORLD, US
AS3780;ASN-ADVANTIS2, US
AS3781;USBM-PGH, US
AS3782;SWARTHMORE, US
AS3783;AIU-GATEWAY, US
AS3784;POSTECH-AS-KR Pohang University of Science and Technology, KR
AS3785;ASN1, US
AS3786;LGDACOM LG DACOM Corporation, KR
AS3787;ERX-MOBILE-1 Telecom Mobile Communications Ltd., NZ
AS3788;TEXAS-DOT, US
AS3789;ESSENTIAHEALTH-3789, US
AS3790;RADIOGRAFICA COSTARRICENSE, CR
AS3791;ASCENSION-KSWIC, US
AS3792;CIS2, US
AS3793;TIC, US
AS3794;TAMU, US
AS3795;BRYNMAWR, US
AS3796;OUTERNET, US
AS3797;METASYS-VNET, US
AS3798;LAW-SERVICES, US
AS3799;IDS, US
AS3800;AS3800, US
AS3801;MISNET, US
AS3802;LGHS, US
AS3803;RCN-AS1, US
AS3804;WORLDLINX, CA
AS3805;ASN-LAMB, US
AS3806;SCOOP, US
AS3807;UMTNET-ASN, US
AS3808;CYBERGATE-AS, US
AS3809;WELLSFARGO-3809, US
AS3810;VWMX-AS, US
AS3811;INTAC-AS, US
AS3812;LTVIAS, CA
AS3813;SOGANG-AS-KR Sogang University, KR
AS3814;NNEXT, US
AS3815;AQUILA, US
AS3816;COLOMBIA TELECOMUNICACIONES S.A. ESP, CO
AS3817;FREESIDE-NET, US
AS3818;STEP2-AS, US
AS3819;-Reserved AS-, ZZ
AS3820;ACP, US
AS3821;ABLECOM, US
AS3822;ITSNET, US
AS3823;CIMTG, CA
AS3824;-Reserved AS-, ZZ
AS3825;HANANET-AS-KR Korea Telecom, KR
AS3826;HILTON-C, US
AS3827;ELECTRICITI, US
AS3828;CIRR, US
AS3829;METROBBS, US
AS3830;COGENT-3830, US
AS3831;RESERVED-IPADMIN, US
AS3832;CINE-NET, US
AS3833;WYOMING, US
AS3834;PERFTECH, US
AS3835;DNIC-AS-03835, US
AS3836;THAISARN-TH-AS-AP Thai SocialScientific, Academic and Research Network, TH
AS3837;MOSAIC-ASN-01, US
AS3838;UBINET-WIRELESS, PR
AS3839;ERX-CHULANET Chulalongkorn University, TH
AS3840;ERX-LABTAM Labtam Australia Pty. Ltd., AU
AS3841;BIHS-NET, US
AS3842;RAMNODE, US
AS3843;INTEXO-MRS Van Ommeren Intexo, EU
AS3844;NTTA-3844, US
AS3845;STATE-NET, US
AS3846;PAYTRONI, US
AS3847;NYC-REGIONAL, US
AS3848;WORLDLINX-2, CA
AS3849;NET-HA, US
AS3850;NAGRAUSA, US
AS3851;NSHE-NEVADANET, US
AS3852;MAG-AS, US
AS3853;WHIDBEY, US
AS3854;DNACO-AS, US
AS3855;LOGIC-3855, BM
AS3856;PCH-AS, US
AS3857;INC, US
AS3858;NPPDNET, US
AS3859;DNIC-ASBLK-03859-03897, US
AS3860;DNIC-ASBLK-03859-03897, US
AS3861;DNIC-ASBLK-03859-03897, US
AS3862;DNIC-ASBLK-03859-03897, US
AS3863;DNIC-ASBLK-03859-03897, US
AS3864;DNIC-ASBLK-03859-03897, US
AS3865;DNIC-ASBLK-03859-03897, US
AS3866;DNIC-ASBLK-03859-03897, US
AS3867;DNIC-ASBLK-03859-03897, US
AS3868;DNIC-ASBLK-03859-03897, US
AS3869;DNIC-ASBLK-03859-03897, US
AS3870;DNIC-ASBLK-03859-03897, US
AS3871;DNIC-ASBLK-03859-03897, US
AS3872;DNIC-ASBLK-03859-03897, US
AS3873;DNIC-ASBLK-03859-03897, US
AS3874;DNIC-ASBLK-03859-03897, US
AS3875;DNIC-ASBLK-03859-03897, US
AS3876;DNIC-ASBLK-03859-03897, US
AS3877;DNIC-ASBLK-03859-03897, US
AS3878;DNIC-ASBLK-03859-03897, US
AS3879;DNIC-ASBLK-03859-03897, US
AS3880;DNIC-ASBLK-03859-03897, US
AS3881;DNIC-ASBLK-03859-03897, US
AS3882;DNIC-ASBLK-03859-03897, US
AS3883;DNIC-ASBLK-03859-03897, US
AS3884;DNIC-ASBLK-03859-03897, US
AS3885;DNIC-ASBLK-03859-03897, US
AS3886;DNIC-ASBLK-03859-03897, US
AS3887;DNIC-ASBLK-03859-03897, US
AS3888;DNIC-ASBLK-03859-03897, US
AS3889;DNIC-ASBLK-03859-03897, US
AS3890;DNIC-ASBLK-03859-03897, US
AS3891;DNIC-ASBLK-03859-03897, US
AS3892;DNIC-ASBLK-03859-03897, US
AS3893;DNIC-ASBLK-03859-03897, US
AS3894;DNIC-ASBLK-03859-03897, US
AS3895;DNIC-ASBLK-03859-03897, US
AS3896;DNIC-ASBLK-03859-03897, US
AS3897;DNIC-ASBLK-03859-03897, US
AS3898;UCSF-HISD, US
AS3899;CHICO-NET, US
AS3900;TEXASNET-ASN, US
AS3901;ARRAKIS, US
AS3902;GLAXOSMITHKLINE, US
AS3903;NAG-AS, US
AS3904;ASTHOUGHTPRT, US
AS3905;CONSORCIO REDUNO S.A. de C.V, MX
AS3906;ADS-1-AS, US
AS3907;CONNECT-1-NET, US
AS3908;CENTURYLINK-ASIA-LEGACY-QWEST, US
AS3909;CENTURYLINK-LEGACY-QWEST-VDOC, US
AS3910;CENTURYLINK-EUROPE-LEGACY-QWEST, US
AS3911;MIS-AS, US
AS3912;CHECS, US
AS3913;UMSM, US
AS3914;KMHP-AS-ARIN, US
AS3915;-Reserved AS-, ZZ
AS3916;OSIS-PACOM, US
AS3917;SHELL-3917 Shell Information Technology International B.V., EU
AS3918;SHELL-3918 Shell Information Technology International B.V., EU
AS3919;HARBORNET, US
AS3920;IMS-RTFM, US
AS3921;AGNOGE, US
AS3922;OPENTEXT-EMEA-NL-AMSTELVEEN, US
AS3923;FAA-MMAC, US
AS3924;TX-OAG, US
AS3925;ICO-SV, US
AS3926;FFX-CNTY, US
AS3927;RGNET-IAD RGnet Ashburn DC2, EE
AS3928;VALLEY-TECH, US
AS3929;ERX-FINSYS-NET Financial Systems Limited, NZ
AS3930;FERC-FED-, US
AS3931;LOGICAL, US
AS3932;VOICENET, US
AS3933;OPEN, US
AS3934;NTTA-3934, US
AS3935;EASTWAUNIV, US
AS3936;NTTA-3936, US
AS3937;NTTA-3936, US
AS3938;NTTA-3936, US
AS3939;NTTA-3936, US
AS3940;NTTA-3936, US
AS3941;NTTA-3936, US
AS3942;NTTA-3936, US
AS3943;DMM, US
AS3944;PARTAN-LAB, US
AS3945;NTTA-3945, US
AS3946;NTTA-3946, US
AS3947;NTTA-3946, US
AS3948;NTTA-3946, US
AS3949;NTTA-3946, US
AS3950;IXL-AS, US
AS3951;CENTURYLINK-LEGACY-QWEST-SPA-COLUMB, US
AS3952;TELLABS-ASN, US
AS3953;PROFILE, US
AS3954;DNIC-AS-03954, US
AS3955;CMPC-2008, US
AS3956;TX-METRO, US
AS3957;AIP, US
AS3958;AIRCANADA, CA
AS3959;ONEWORLD, US
AS3960;AASAMERITECH, US
AS3961;INDUSTRYNET, US
AS3962;DIRECTNIC-CLUSTER1-TORONTO, KY
AS3963;INTERLINK-1, US
AS3964;INTERLINK-2, US
AS3965;INTERLINK-3, US
AS3966;INTERLINK-4, US
AS3967;NSM350, US
AS3968;El Colegio de Mexico, A.C., MX
AS3969;ERX-STPHNET Software Technology Park, IN
AS3970;RGNET-ROV-EX RGNET-ROV-Experiment, EE
AS3971;NETS-ABQ-VA, US
AS3972;AS-SPRINTLINK-NYSERN1, US
AS3973;AS-SPRINTLINK-NYSERN2, US
AS3974;REZONET, CA
AS3975;AMSC, US
AS3976;ERX-NURI-ASN I.Net Technologies Inc., KR
AS3977;UTELFLA, US
AS3978;UTELFLA, US
AS3979;UTELFLA, US
AS3980;UTELFLA, US
AS3981;UTELFLA, US
AS3982;UTELFLA, US
AS3983;UTELFLA, US
AS3984;UTELFLA, US
AS3985;UTELFLA, US
AS3986;UTELFLA, US
AS3987;UTELFLA, US
AS3988;UTELFLA, US
AS3989;UTELFLA, US
AS3990;UTELFLA, US
AS3991;UTELFLA, US
AS3992;UTELFLA, US
AS3993;KW-NET, CA
AS3994;INET-CORE-AS, US
AS3995;IWEB, US
AS3996;FIRN, US
AS3997;ACM-AS, US
AS3998;CITY-NET, US
AS3999;PENN-STATE, US
AS4000;GLOBAL-SPLK, US
AS4001;GLOBAL-SPLK, US
AS4002;GLOBAL-SPLK, US
AS4003;GLOBAL-SPLK, US
AS4004;GLOBAL-SPLK, US
AS4005;GLOBAL-SPLK, US
AS4006;COGENT-4006, US
AS4007;SUBISU-CABLENET-AS-AP Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal, NP
AS4008;UNIVERSAL, US
AS4009;INET, US
AS4010;DNIC-AS-04010, US
AS4011;DNIC-AS-04011, US
AS4012;DCM, US
AS4013;ASN-GAN, US
AS4014;WIS, US
AS4015;CENTURYLINK-LEGACY-QWEST-SPA-OMAHA, US
AS4016;RIS, US
AS4017;BELLST, US
AS4018;DIA-AS, US
AS4019;IIE-AS, US
AS4020;ASN-4020-1, US
AS4021;ASN-4020-1, US
AS4022;ASN-4020-1, US
AS4023;ASN-4020-1, US
AS4024;ASN-4020-1, US
AS4025;ASN-4020-1, US
AS4026;ASN-4020-1, US
AS4027;ASN-4020-1, US
AS4028;ASN-4020-1, US
AS4029;ASN-4020-1, US
AS4030;ASN-4020-1, US
AS4031;ASN-4020-1, US
AS4032;ASN-4020-1, US
AS4033;ASN-4020-1, US
AS4034;ASN-4020-1, US
AS4035;ASN-4020-1, US
AS4036;ASN-4020-1, US
AS4037;ASN-4020-1, US
AS4038;ASN-4020-1, US
AS4039;DRIVEN-AS, US
AS4040;KORNET-PS-AS-KR Korea Telecom, KR
AS4041;RGNET-SJ0, US
AS4042;BSINET2, US
AS4043;MIC-ASN, US
AS4044;AKSI-NET-AS, US
AS4045;AS-WINTERNET, US
AS4046;FAA, US
AS4047;CIRS-AS, US
AS4048;CENTURYLINK-SOUTH-AMERICA-LEGACY-QWEST, US
AS4049;CELLO-AS-AP CELLO GROUP LIMITED, NZ
AS4050;OMNINET-PRI-AS, US
AS4051;PACAFINY-GW, US
AS4052;ROVI, US
AS4053;USRX-AS, US
AS4054;SIRI, US
AS4055;-Reserved AS-, ZZ
AS4056;LASC-USAF, US
AS4057;DCS-ASN, US
AS4058;CITICTEL-CPC-AS4058 CITIC Telecom International CPC Limited, HK
AS4059;WENG-AS, US
AS4060;KORNET-DJ-AS-KR Korea Telecom, KR
AS4061;GTTW-NET, US
AS4062;SIGNALDATA, US
AS4063;ELCSCI-ASN, US
AS4064;COGENT-4064, US
AS4065;DNIC-ASBLK-04065-04125, US
AS4066;DNIC-ASBLK-04065-04125, US
AS4067;DNIC-ASBLK-04065-04125, US
AS4068;DNIC-ASBLK-04065-04125, US
AS4069;DNIC-ASBLK-04065-04125, US
AS4070;DNIC-ASBLK-04065-04125, US
AS4071;DNIC-ASBLK-04065-04125, US
AS4072;DNIC-ASBLK-04065-04125, US
AS4073;DNIC-ASBLK-04065-04125, US
AS4074;DNIC-ASBLK-04065-04125, US
AS4075;DNIC-ASBLK-04065-04125, US
AS4076;DNIC-ASBLK-04065-04125, US
AS4077;DNIC-ASBLK-04065-04125, US
AS4078;DNIC-ASBLK-04065-04125, US
AS4079;DNIC-ASBLK-04065-04125, US
AS4080;DNIC-ASBLK-04065-04125, US
AS4081;DNIC-ASBLK-04065-04125, US
AS4082;DNIC-ASBLK-04065-04125, US
AS4083;DNIC-ASBLK-04065-04125, US
AS4084;DNIC-ASBLK-04065-04125, US
AS4085;DNIC-ASBLK-04065-04125, US
AS4086;DNIC-ASBLK-04065-04125, US
AS4087;DNIC-ASBLK-04065-04125, US
AS4088;DNIC-ASBLK-04065-04125, US
AS4089;DNIC-ASBLK-04065-04125, US
AS4090;DNIC-ASBLK-04065-04125, US
AS4091;DNIC-ASBLK-04065-04125, US
AS4092;DNIC-ASBLK-04065-04125, US
AS4093;DNIC-ASBLK-04065-04125, US
AS4094;DNIC-ASBLK-04065-04125, US
AS4095;DNIC-ASBLK-04065-04125, US
AS4096;DNIC-ASBLK-04065-04125, US
AS4097;DNIC-ASBLK-04065-04125, US
AS4098;DNIC-ASBLK-04065-04125, US
AS4099;DNIC-ASBLK-04065-04125, US
AS4100;DNIC-ASBLK-04065-04125, US
AS4101;DNIC-ASBLK-04065-04125, US
AS4102;DNIC-ASBLK-04065-04125, US
AS4103;DNIC-ASBLK-04065-04125, US
AS4104;DNIC-ASBLK-04065-04125, US
AS4105;DNIC-ASBLK-04065-04125, US
AS4106;DNIC-ASBLK-04065-04125, US
AS4107;DNIC-ASBLK-04065-04125, US
AS4108;DNIC-ASBLK-04065-04125, US
AS4109;DNIC-ASBLK-04065-04125, US
AS4110;DNIC-ASBLK-04065-04125, US
AS4111;DNIC-ASBLK-04065-04125, US
AS4112;DNIC-ASBLK-04065-04125, US
AS4113;DNIC-ASBLK-04065-04125, US
AS4114;DNIC-ASBLK-04065-04125, US
AS4115;DNIC-ASBLK-04065-04125, US
AS4116;DNIC-ASBLK-04065-04125, US
AS4117;DNIC-ASBLK-04065-04125, US
AS4118;DNIC-ASBLK-04065-04125, US
AS4119;DNIC-ASBLK-04065-04125, US
AS4120;DNIC-ASBLK-04065-04125, US
AS4121;DNIC-ASBLK-04065-04125, US
AS4122;DNIC-ASBLK-04065-04125, US
AS4123;DNIC-ASBLK-04065-04125, US
AS4124;DNIC-ASBLK-04065-04125, US
AS4125;DNIC-ASBLK-04065-04125, US
AS4126;SPTEL2, US
AS4127;DUPONT-SCD, US
AS4128;RGNET-DFW RGnet Dallas Equinix, EE
AS4129;WIRED-NET, US
AS4130;UPITT-AS, US
AS4131;USIS-AS, US
AS4132;COGENT-4132, US
AS4133;BITWISE, US
AS4134;CHINANET-BACKBONE No.31,Jin-rong Street, CN
AS4135;ENVISIONET, US
AS4136;QTS, US
AS4137;DIRECTNET, US
AS4138;FN-205-4138, US
AS4139;INTERSRV, US
AS4140;INMIND, US
AS4141;GRUPO ICA, S.A. DE C.V., MX
AS4142;ERX-GIN-HK Global Information Networks Limited, HK
AS4143;UNIBASE, CA
AS4144;INTERGUIDE, US
AS4145;UPS-AS4145, US
AS4146;TACH-NET, US
AS4147;DNIC-AS-04147, US
AS4148;ACTCOM Active Communication Ltd., EU
AS4149;JPL-AS4149, US
AS4150;SUPRANET-WIS, US
AS4151;USDA-1, US
AS4152;USDA-1, US
AS4153;USDA-1, US
AS4154;USDA-1, US
AS4155;USDA-1, US
